...1,web_name,gameweek,event_points,next_gw_points,total_points,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,correct_as_of_time
426,Moutinho,1,2,4,2,NA,NA,19624,0,0,0,0,0,3,0.9,0.9,João Filipe Iria,2,426,FALSE,NA,NA,5,19624.jpg,2,Santos Moutinho,0.5,FALSE,NA,a,20,39,2701,2701,3844,3844,0.4,0.4,65,0,0,0,1,0,0,0,0,0,0,0,16,7.2,14.9,1,2.3,187,77,79,51,182,99,165,81,1,NA,4,NA,NA,NA,2021-08-20T17:10:45Z
427,Patrício,1,0,0,0,0,0,38533,0,0,0,0,0,1,0,0,Rui Pedro,0,427,FALSE,Transferred to Roma,2021-07-14T07:47:44Z,5,38533.jpg,0,dos Santos Patrício,0,FALSE,NA,u,20,39,0,0,700,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,56,422,45,383,45,432,56,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
428,Boly,1,0,0,0,25,25,90585,0,0,0,0,0,2,0.4,0.4,Willy,0,428,FALSE,Hamstring injury - 25% chance of playing,2021-08-09T18:30:12Z,5,90585.jpg,0,Boly,0.1,FALSE,NA,d,20,39,84,84,1884,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,170,437,169,403,157,445,169,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
429,Coady,1,2,6,2,NA,NA,94147,0,0,0,0,0,2,1.2,1.2,Conor,2,429,FALSE,NA,NA,4.5,94147.jpg,2,Coady,6.8,FALSE,NA,a,20,39,12259,12259,30705,30705,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,15,11.2,0,0,1.1,155,62,320,121,261,97,223,77,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
430,Jiménez,1,2,1,2,NA,NA,102057,0,0,0,0,0,4,1.9,1.9,Raúl,2,430,FALSE,NA,NA,7.5,102057.jpg,2,Jiménez,3.4,FALSE,NA,a,20,39,14601,14601,37216,37216,0.3,0.3,90,0,0,0,1,0,0,0,0,0,0,0,2,4,36.9,18,5.9,216,18,14,2,71,16,60,13,NA,NA,NA,NA,1,NA,2021-08-20T17:10:45Z
431,Saïss,1,2,6,2,NA,NA,107613,0,0,0,0,0,2,1.7,1.7,Romain,2,431,FALSE,NA,NA,5,107613.jpg,2,Saïss,0.6,FALSE,NA,a,20,39,1448,1448,3602,3602,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,15,17.6,11.5,4,3.3,107,38,109,28,131,34,128,39,NA,NA,3,NA,NA,NA,2021-08-20T17:10:45Z
432,Marçal,1,1,13,1,NA,NA,111291,0,0,0,0,0,2,1.2,1.2,Fernando,1,432,FALSE,NA,NA,4.5,111291.jpg,1,Marçal,0.1,FALSE,NA,a,20,39,437,437,647,647,0.2,0.2,90,0,0,0,1,0,0,0,1,0,0,0,10,13.2,24.6,2,4,137,57,43,10,153,43,103,29,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
433,Jonny,1,0,0,0,0,0,114128,0,0,0,0,0,2,0,0,Jonathan,0,433,FALSE,Knee injury - Unknown return date,2021-06-22T11:30:10Z,4.5,114128.jpg,0,Castro Otto,0,FALSE,NA,i,20,39,37,37,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,131,329,129,271,106,346,131,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
434,Dendoncker,1,1,0,1,NA,NA,151589,0,0,0,0,0,3,0.9,0.9,Leander,1,434,FALSE,NA,NA,5,151589.jpg,1,Dendoncker,0.2,FALSE,NA,a,20,39,475,475,1753,1753,0.2,0.2,24,0,0,0,0,0,0,0,0,0,0,0,4,11.6,0.6,0,1.2,152,60,219,121,417,167,218,102,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
435,Traoré,1,2,3,2,NA,NA,159533,0,0,0,0,0,3,1.6,1.6,Adama,2,435,FALSE,NA,NA,6,159533.jpg,2,Traoré,1.2,FALSE,NA,a,20,39,8176,8176,10427,10427,0.3,0.3,90,0,0,0,1,0,0,0,0,0,0,0,10,20.6,13.4,87,12.1,88,35,90,57,3,2,12,7,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
436,Neves,1,2,3,2,NA,NA,171317,0,0,0,0,0,3,1.4,1.4,Rúben Diogo,2,436,FALSE,NA,NA,5.5,171317.jpg,2,da Silva Neves,1.5,FALSE,NA,a,20,39,3562,3562,12780,12780,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,14,12.8,31.2,1,4.5,143,54,25,17,185,101,90,52,2,NA,1,NA,2,NA,2021-08-20T17:10:45Z
437,Semedo,1,0,6,0,NA,NA,200402,0,0,0,0,0,2,1.7,1.7,Nélson,0,437,FALSE,NA,NA,5,200402.jpg,0,Cabral Semedo,1.5,FALSE,NA,a,20,39,2048,2048,18011,18011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,176,461,176,434,169,466,175,5,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
438,Podence,1,0,1,0,0,0,200600,0,0,0,0,0,3,0,0,Daniel,0,438,FALSE,Groin Injury - Unknown return date,2021-06-22T11:30:10Z,5.5,200600.jpg,0,Castelo Podence,0,FALSE,NA,i,20,39,55,55,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,208,511,210,500,206,514,210,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
439,Kilman,1,2,5,2,NA,NA,214048,0,0,0,0,0,2,1.2,1.2,Max,2,439,FALSE,NA,NA,4.5,214048.jpg,2,Kilman,0.2,FALSE,NA,a,20,39,962,962,1090,1090,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,17,24.6,1.4,53,7.9,66,18,176,48,14,2,35,8,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
440,Gibbs-White,1,1,0,1,NA,NA,222531,0,0,0,0,0,3,0.5,0.5,Morgan,1,440,FALSE,NA,NA,4.5,222531.jpg,1,Gibbs-White,0.5,FALSE,NA,a,20,39,2978,2978,2938,2938,0.2,0.2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.4,20,2,381,145,226,124,60,36,179,88,4,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
441,Neto,1,0,0,0,0,0,247632,0,0,0,0,0,3,0,0,Pedro,0,441,FALSE,Knee injury - Unknown return date,2021-06-22T11:30:10Z,6.5,247632.jpg,0,Lomba Neto,0,FALSE,NA,i,20,39,109,109,742,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,227,543,228,540,227,543,228,NA,NA,2,NA,NA,NA,2021-08-20T17:10:45Z
442,Otasowie,1,0,0,0,NA,NA,250604,0,0,0,0,0,3,0.5,0.5,Owen,0,442,FALSE,NA,NA,4.5,250604.jpg,0,Otasowie,0.3,FALSE,NA,a,20,39,874,874,2612,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,153,401,158,359,140,413,157,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
443,Hoever,1,1,0,1,NA,NA,441271,0,0,0,0,0,2,0.5,0.5,Ki-Jana,1,443,FALSE,NA,NA,4,441271.jpg,1,Hoever,2.3,FALSE,NA,a,20,39,20328,20328,9702,9702,0.2,0.2,90,0,0,0,1,0,0,0,1,0,0,0,6,13.6,16.7,6,3.6,134,55,71,17,112,23,121,35,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
444,Söndergaard,1,0,0,0,NA,NA,448487,0,0,0,0,0,1,0.5,0.5,Andreas,0,444,FALSE,NA,NA,4,448487.jpg,0,Söndergaard,1.3,FALSE,NA,a,20,39,4669,4669,2620,2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,34,282,15,217,14,304,34,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
445,Fabio Silva,1,1,0,1,NA,NA,449988,0,0,0,0,0,4,1.3,1.3,Fabio,1,445,FALSE,NA,NA,6,449988.jpg,1,Silva,0.8,FALSE,NA,a,20,39,2969,2969,9932,9932,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,536,64,539,66,533,63,539,66,NA,NA,NA,NA,3,NA,2021-08-20T17:10:45Z
446,Mosquera,1,0,0,0,25,25,501837,0,0,0,0,0,2,0.3,0.3,Yerson,0,446,FALSE,Hamstring injury - 25% chance of playing,2021-08-09T18:30:12Z,4.5,501837.jpg,0,Mosquera Valdelamar,0,FALSE,NA,d,20,39,33,33,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,165,417,164,377,148,429,164,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
447,Welbeck,1,0,2,0,0,0,50175,0,0,0,0,0,4,0,0,Danny,0,447,FALSE,Hamstring injury - Expected back 11 Sep,2021-08-02T13:30:12Z,6,50175.jpg,0,Welbeck,0.1,FALSE,NA,i,4,36,224,224,3201,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,62,526,65,518,61,529,65,NA,NA,NA,NA,2,NA,2021-08-20T17:10:45Z
448,Gunn,1,0,0,0,NA,NA,107265,0,0,0,0,0,1,-0.5,0,Angus,0,448,FALSE,NA,NA,4,107265.jpg,0,Gunn,1.5,FALSE,NA,a,15,45,3304,3304,2300,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,29,266,10,199,9,288,29,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
449,Rashica,1,2,1,2,NA,NA,212723,0,0,0,0,0,3,0.4,0.9,Milot,2,449,FALSE,NA,NA,5.5,212723.jpg,2,Rashica,0.2,FALSE,NA,a,15,45,997,997,2101,2101,0.4,0.4,76,0,0,0,3,0,0,0,0,0,0,0,5,3.4,29.2,6,3.9,224,100,30,21,118,67,107,60,2,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
450,Dennis,1,12,1,12,75,NA,230251,0,0,0,0,1,4,0.6,0.8,Emmanuel,12,450,TRUE,Knock - 75% chance of playing,2021-08-14T18:30:10Z,5,230251.jpg,12,Dennis,3.9,FALSE,NA,d,18,57,214915,214915,34452,34452,2.4,2.4,65,1,1,1,0,0,0,0,0,0,0,3,44,62.2,33.4,87,18.3,5,2,22,3,2,1,2,1,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
451,Collins,1,0,0,0,NA,NA,432830,0,0,0,0,0,2,0.7,1.2,Nathan,0,451,FALSE,NA,NA,4.5,432830.jpg,0,Collins,0.1,FALSE,NA,a,5,90,184,184,887,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,160,403,160,361,144,415,160,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
452,Ruddy,1,0,0,0,NA,NA,19236,0,0,0,0,0,1,1.3,1.3,John,0,452,FALSE,NA,NA,4.5,19236.jpg,0,Ruddy,0.2,FALSE,NA,a,20,39,320,320,1153,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,37,294,18,229,17,316,37,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
453,Fernandinho,1,2,1,2,NA,NA,27789,0,0,0,0,0,3,2.9,1.9,Fernando,2,453,FALSE,NA,NA,5,27789.jpg,2,Luiz Rosa,0.5,FALSE,NA,a,12,43,8434,8434,4539,4539,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,10,11.2,28.7,8,4.8,156,63,32,22,101,59,80,46,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
454,Pollock,1,0,0,0,NA,NA,467311,0,0,0,0,0,2,0.5,0.5,Matthew,0,454,FALSE,NA,NA,4,467311.jpg,0,Pollock,0.9,FALSE,NA,a,18,57,3486,3486,4720,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,110,287,107,222,78,309,111,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
455,Daka,1,0,0,0,NA,NA,245419,-0.1,1,-0.1,1,0,4,2.4,2.9,Patson,0,455,FALSE,NA,NA,7.4,245419.jpg,0,Daka,1.2,FALSE,NA,a,9,13,2946,2946,29802,29802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,68,550,69,547,67,550,69,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
456,Gibson,1,1,0,1,NA,NA,83312,0,0,0,0,0,2,0.2,0.7,Ben,1,456,FALSE,NA,NA,4.5,83312.jpg,1,Gibson,0.1,FALSE,NA,a,15,45,388,388,701,701,0.2,0.2,90,0,0,0,3,0,0,0,0,0,0,0,15,32.4,0.6,51,8.4,42,10,217,68,16,3,31,7,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
457,Giannoulis,1,1,0,1,NA,NA,189627,0,0,0,0,0,2,0.2,0.7,Dimitris,1,457,FALSE,NA,NA,4.5,189627.jpg,1,Giannoulis,0.1,FALSE,NA,a,15,45,351,351,646,646,0.2,0.2,90,0,0,0,3,0,0,0,0,0,0,0,18,21.4,12.2,2,3.6,82,26,98,25,155,45,122,36,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
458,Soumaré,1,1,0,1,NA,NA,225902,0,0,0,0,0,3,1.4,1.9,Boubakary,1,458,FALSE,NA,NA,5,225902.jpg,1,Soumaré,0.1,FALSE,NA,a,9,13,300,300,1138,1138,0.2,0.2,28,0,0,0,0,0,0,0,0,0,0,0,4,3.4,0.9,0,0.4,223,99,201,116,443,176,257,122,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
459,Mata,1,0,0,0,NA,NA,43670,0,0,0,0,0,3,1.9,1.9,Juan,0,459,FALSE,NA,NA,5,43670.jpg,0,Mata,0.1,FALSE,NA,a,13,1,245,245,795,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,162,424,167,387,153,434,166,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
460,Perraud,1,1,6,1,NA,NA,244560,0,0,0,0,0,2,1.7,2.2,Romain,1,460,FALSE,NA,NA,5,244560.jpg,1,Perraud,0.1,FALSE,NA,a,16,20,203,203,897,897,0.2,0.2,82,0,0,0,3,0,0,0,0,0,0,0,7,7.6,11.5,0,1.9,181,76,110,29,445,175,186,60,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
461,Trincão,1,2,3,2,NA,NA,222564,0,0,0,0,0,3,1.6,1.6,Francisco,2,461,FALSE,NA,NA,6,222564.jpg,2,Machado Mota de Castro Trincão,0.4,FALSE,NA,a,20,39,1279,1279,5310,5310,0.3,0.3,85,0,0,0,1,0,0,0,0,0,0,0,10,15,22.3,27,6.4,125,50,49,32,42,24,50,28,3,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
462,Mwepu,1,1,0,1,NA,NA,423649,0,0,0,0,0,3,2.6,2.6,Enock,1,462,FALSE,NA,NA,6,423649.jpg,1,Mwepu,0.1,FALSE,NA,a,4,36,252,252,1822,1822,0.2,0.2,45,0,0,0,1,0,0,0,0,0,0,0,5,2.2,12.1,4,1.8,242,108,100,64,143,82,192,95,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
463,Firpo,1,-1,1,-1,100,100,443967,0,0,0,0,0,2,2.2,1.7,Héctor Junior,-1,463,FALSE,NA,2021-08-09T12:30:08Z,5,443967.jpg,-1,Firpo Adames,0.8,FALSE,NA,a,10,2,1810,1810,8282,8282,-0.2,-0.2,45,0,0,0,4,0,0,0,0,0,0,0,4,3.8,0.8,0,0.5,217,83,209,64,452,176,253,85,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
464,Olise,1,0,1,0,0,0,443661,0,0,0,0,0,3,0,0,Michael,0,464,FALSE,Back injury - Expected back 11 Sep,2021-08-08T17:30:05Z,5.5,443661.jpg,0,Olise,0,FALSE,NA,i,7,31,55,55,849,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,213,521,215,513,211,524,215,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
465,Fernández,1,0,0,0,NA,NA,57145,0,0,0,0,0,2,1.2,0.7,Federico,0,465,FALSE,NA,NA,4.5,57145.jpg,0,Fernández,0.2,FALSE,NA,a,14,4,747,747,1541,1541,0,0,90,0,0,0,4,0,0,0,0,0,0,0,20,46.8,0.3,4,5.1,16,5,230,73,126,30,73,15,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
466,Tavares,1,1,0,1,NA,NA,437626,0,0,0,0,0,2,1.7,2.7,Nuno,1,466,FALSE,NA,NA,4.5,437626.jpg,1,Varela Tavares,0.3,FALSE,NA,a,1,3,834,834,3599,3599,0.2,0.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0.1,406,161,214,65,181,56,271,92,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
467,Etebo,1,1,1,1,NA,NA,227560,0,0,0,0,0,3,0.5,0.5,Oghenekaro Peter,1,467,FALSE,NA,NA,4.5,227560.jpg,1,Etebo,0.2,FALSE,NA,a,18,57,2602,2602,1831,1831,0.2,0.2,90,0,0,0,2,0,0,0,1,0,0,0,16,18,11.6,0,3,106,42,106,66,336,132,136,73,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
468,King,1,0,1,0,100,0,78007,0,0,0,0,0,4,1.1,0,Joshua,0,468,FALSE,NA,2021-08-12T12:00:09Z,5.5,78007.jpg,0,King,0.3,FALSE,NA,a,18,57,835,835,5138,5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,50,490,55,475,49,494,55,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
469,Mebude,1,0,0,0,0,0,243569,0,0,0,0,0,4,0,0,Adedapo,0,469,FALSE,Season long loan to AFC Wimbledon,2021-08-10T08:33:41Z,4.5,243569.jpg,0,Awokoya-Mebude,0.2,FALSE,NA,u,18,57,0,0,3207,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,36,396,42,352,34,408,42,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
470,Ait Nouri,1,0,0,0,NA,NA,448514,0,0,0,0,0,2,1.2,1.2,Rayan,0,470,FALSE,NA,NA,4.5,448514.jpg,0,Ait Nouri,0.6,FALSE,NA,a,20,39,665,665,5160,5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,163,407,162,365,146,419,162,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
471,Lees-Melou,1,2,2,2,NA,NA,212325,0,0,0,0,0,3,-0.1,0.4,Pierre,2,471,FALSE,NA,NA,5,212325.jpg,2,Lees-Melou,0.1,FALSE,NA,a,15,45,431,431,805,805,0.4,0.4,90,0,0,0,3,0,0,0,0,0,0,0,15,29,30.1,4,6.3,51,22,28,20,134,75,52,29,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
472,Cucho,1,6,1,6,NA,NA,244716,0,0,0,0,0,4,0.8,0.8,Juan Camilo,6,472,FALSE,NA,NA,5,244716.jpg,6,Hernández Suárez,1.6,FALSE,NA,a,18,57,68411,68411,12528,12528,1.2,1.2,24,1,0,0,2,0,0,0,0,0,0,1,29,36.2,0.3,26,6.3,32,7,241,31,44,10,53,11,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
473,Bertrand,1,0,2,0,0,NA,40146,0,0,0,0,0,2,0,2.7,Ryan,0,473,FALSE,Illness - Expected back 28 Aug,2021-08-14T18:00:10Z,5,40146.jpg,0,Bertrand,1.6,FALSE,NA,i,9,13,998,998,35187,35187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,167,423,166,384,150,433,166,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
474,Ward,1,1,6,1,NA,NA,55494,0,0,0,0,0,2,2.2,1.2,Joel,1,474,FALSE,NA,NA,4.5,55494.jpg,1,Ward,0.3,FALSE,NA,a,7,31,1848,1848,1467,1467,0.2,0.2,90,0,0,0,3,0,0,0,0,0,0,0,15,23.8,1.3,0,2.5,69,19,181,50,245,89,156,47,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
475,Sá,1,3,6,3,NA,NA,149065,0,0,0,0,0,1,2.1,2.1,José,3,475,FALSE,NA,NA,5,149065.jpg,3,Malheiro de Sá,0.4,FALSE,NA,a,20,39,1588,1588,2125,2125,0.6,0.6,90,0,0,0,1,0,0,0,0,0,4,0,17,26.2,0,0,2.6,60,8,447,51,415,51,152,10,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
476,Scherpen,1,0,0,0,0,0,240514,0,0,0,0,0,1,0,0,Kjell,0,476,FALSE,Ankle injury - Unknown return date,2021-08-08T16:00:04Z,4.5,240514.jpg,0,Scherpen,0,FALSE,NA,i,4,36,87,87,423,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,53,392,40,347,40,404,53,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
477,Guéhi,1,1,6,1,NA,NA,209036,0,0,0,0,0,2,2.2,1.2,Marc,1,477,FALSE,NA,NA,4.5,209036.jpg,1,Guéhi,0.3,FALSE,NA,a,7,31,1450,1450,1995,1995,0.2,0.2,90,0,0,0,3,0,0,0,0,0,0,0,14,13.8,11.9,2,2.8,133,54,103,26,158,48,145,44,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
478,Sambi Lokonga,1,2,3,2,NA,NA,437742,0,0,0,0,0,3,1.4,2.4,Albert,2,478,FALSE,NA,NA,5,437742.jpg,2,Sambi Lokonga,0.2,FALSE,NA,a,1,3,1622,1622,2763,2763,0.4,0.4,90,0,0,0,2,0,0,0,0,0,0,0,13,19.4,34.3,8,6.2,100,39,21,14,102,60,55,31,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
479,Onyeka,1,3,1,3,NA,NA,428580,0,0,0,0,0,3,0.9,0.4,Frank,3,479,FALSE,NA,NA,5,428580.jpg,3,Onyeka,0.1,FALSE,NA,a,3,94,1455,1455,894,894,0.6,0.6,79,0,0,1,0,0,0,0,0,0,0,0,9,5.4,15.5,4,2.5,203,87,76,48,135,76,159,80,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
480,Hennessey,1,0,0,0,NA,NA,20066,0,0,0,0,0,1,0.8,1.3,Wayne,0,480,FALSE,NA,NA,4.5,20066.jpg,0,Hennessey,0.3,FALSE,NA,a,5,90,446,446,1406,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,38,295,19,230,18,317,38,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
481,Begovic,1,0,0,0,NA,NA,40349,0,0,0,0,0,1,1,1,Asmir,0,481,FALSE,NA,NA,4,40349.jpg,0,Begovic,2.4,FALSE,NA,a,8,11,7493,7493,3767,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,24,258,5,191,4,280,24,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
482,Townsend,1,5,12,5,NA,NA,60252,0,0,0,0,0,3,1.9,1.9,Andros,5,482,FALSE,NA,NA,5.5,60252.jpg,5,Townsend,0.8,FALSE,NA,a,8,11,8996,8996,4882,4882,0.9,0.9,69,0,1,0,1,0,0,0,0,0,0,0,21,30.8,40.5,0,7.1,45,20,11,7,470,190,44,25,4,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
483,Ajer,1,6,1,6,NA,NA,191866,0,0,0,0,0,2,1.2,0.7,Kristoffer,6,483,FALSE,NA,NA,4.5,191866.jpg,6,Ajer,0.8,FALSE,NA,a,3,94,12159,12159,3170,3170,1.3,1.3,70,0,0,1,0,0,0,0,0,0,0,0,23,8.2,11.2,4,2.3,175,73,111,30,129,33,164,53,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
484,Gray,1,2,7,2,NA,NA,172632,0,0,0,0,0,3,1.9,1.9,Demarai,2,484,FALSE,NA,NA,5.5,172632.jpg,2,Gray,0.4,FALSE,NA,a,8,11,2757,2757,3438,3438,0.4,0.4,82,0,0,0,1,0,0,0,0,0,0,0,10,10.8,16.8,2,3,160,64,70,47,169,91,139,74,NA,NA,NA,NA,3,NA,2021-08-20T17:10:45Z
485,Sancho,1,1,2,1,NA,NA,209243,-0.1,1,-0.1,1,0,3,3.6,3.6,Jadon,1,485,FALSE,NA,NA,9.4,209243.jpg,1,Sancho,7.9,FALSE,NA,a,13,1,14576,14576,162092,162092,0.1,0.1,15,0,0,0,0,0,0,0,0,0,0,0,3,1,5.8,0,0.7,256,117,131,77,554,234,243,113,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
486,Gollini,1,0,0,0,NA,NA,156683,0,0,0,0,0,1,2.3,1.3,Pierluigi,0,486,FALSE,NA,NA,4.5,156683.jpg,0,Gollini,0.3,FALSE,NA,a,17,6,614,614,2041,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,47,342,34,285,33,355,47,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
487,Bryan,1,0,0,0,100,75,436234,0,0,0,0,0,3,2.6,1.2,Bryan,0,487,FALSE,NA,2021-08-13T14:30:15Z,6,436234.jpg,0,Gil Salvatierra,0.1,FALSE,NA,a,17,6,383,383,1999,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,225,538,226,532,223,538,226,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
488,Andersen,1,1,7,1,NA,NA,174874,0,0,0,0,0,2,2.2,1.2,Joachim,1,488,FALSE,NA,NA,4.5,174874.jpg,1,Andersen,0.5,FALSE,NA,a,7,31,1346,1346,2974,2974,0.2,0.2,33,0,0,0,1,0,0,0,0,0,0,0,9,7.4,0.3,2,1,184,77,233,76,154,44,227,79,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
489,Areola,1,0,0,0,NA,NA,84182,0,0,0,0,0,1,2.6,3.6,Alphonse,0,489,FALSE,NA,NA,5,84182.jpg,0,Areola,1.2,FALSE,NA,a,19,21,3021,3021,14495,14495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,57,433,48,398,48,441,57,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
490,Klaesson,1,0,0,0,NA,NA,223081,0,0,0,0,0,1,1.8,1.3,Kristoffer,0,490,FALSE,NA,NA,4.5,223081.jpg,0,Klaesson,0.2,FALSE,NA,a,10,2,359,359,944,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,52,381,39,332,39,393,52,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
