...1,web_name,gameweek,event_points,next_gw_points,total_points,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,correct_as_of_time
164,Sigurdsson,1,0,0,0,NA,NA,55422,0,0,0,0,0,3,2.4,2.4,Gylfi,0,164,FALSE,NA,NA,7,55422.jpg,0,Sigurdsson,1.7,FALSE,NA,a,8,11,2243,2243,28467,28467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,228,544,229,541,228,544,229,2,NA,3,NA,1,NA,2021-08-20T17:10:45Z
165,Coleman,1,2,2,2,NA,NA,59949,0,0,0,0,0,2,2.2,2.2,Seamus,2,165,FALSE,NA,NA,5,59949.jpg,2,Coleman,0.7,FALSE,NA,a,8,11,4845,4845,4065,4065,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,10,20.6,16.6,0,3.7,86,28,72,18,391,153,117,34,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
166,James,1,0,0,0,0,0,60025,0,0,0,0,0,3,0,0,James,0,166,FALSE,Illness - Expected back 28 Aug,2021-08-13T12:30:05Z,7,60025.jpg,0,Rodríguez,1.3,FALSE,NA,i,8,11,301,301,44317,44317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,229,545,230,542,229,545,230,3,NA,2,NA,NA,NA,2021-08-20T17:10:45Z
167,Bernard,1,0,0,0,0,0,100649,0,0,0,0,0,3,0,0,Bernard,0,167,FALSE,Transferred to Sharjah FC,2021-07-23T21:30:09Z,5.5,100649.jpg,0,Anício Caldeira Duarte,0,FALSE,NA,u,8,11,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,199,498,202,484,197,500,201,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
168,Digne,1,2,2,2,NA,NA,101188,0,0,0,0,0,2,2.6,2.6,Lucas,2,168,FALSE,NA,NA,5.5,101188.jpg,2,Digne,18.1,FALSE,NA,a,8,11,34053,34053,77826,77826,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,9,8.2,25.9,11,4.5,177,74,37,8,92,20,89,22,1,NA,3,NA,NA,NA,2021-08-20T17:10:45Z
169,Keane,1,2,9,2,NA,NA,106611,0,0,0,0,0,2,2.2,2.2,Michael,2,169,FALSE,NA,NA,5,106611.jpg,2,Keane,2.8,FALSE,NA,a,8,11,4832,4832,14836,14836,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,9,15.6,10.9,20,4.7,118,44,114,32,62,12,82,20,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
170,Pickford,1,2,3,2,NA,NA,111234,0,0,0,0,0,1,2.6,2.6,Jordan,2,170,FALSE,NA,NA,5,111234.jpg,2,Pickford,6.8,FALSE,NA,a,8,11,18170,18170,28516,28516,0.4,0.4,90,0,0,0,1,0,0,0,0,0,2,0,14,19.6,0,0,2,97,14,442,50,409,50,182,14,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
171,Allan,1,2,2,2,NA,NA,119765,0,0,0,0,0,3,1,1,Allan,2,171,FALSE,NA,NA,4.5,119765.jpg,2,Marques Loureiro,1.5,FALSE,NA,a,8,11,22647,22647,11791,11791,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,6,11.4,2,7,2,154,62,167,100,107,62,176,86,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
172,André Gomes,1,0,1,0,NA,NA,120250,0,0,0,0,0,3,1.4,1.4,André Filipe,0,172,FALSE,NA,NA,5,120250.jpg,0,Tavares Gomes,0.2,FALSE,NA,a,8,11,1043,1043,2196,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,173,444,178,411,164,451,177,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
173,Doucouré,1,8,10,8,NA,NA,121599,0,0,0,0,0,3,1.9,1.9,Abdoulaye,8,173,FALSE,NA,NA,5.5,121599.jpg,8,Doucouré,0.9,FALSE,NA,a,8,11,27720,27720,5813,5813,1.5,1.5,90,1,0,0,1,0,0,0,1,0,0,2,31,41.8,4.6,37,8.3,19,9,142,85,28,15,32,17,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
174,Iwobi,1,4,1,4,NA,NA,153133,0,0,0,0,0,3,2.1,2.1,Alex,4,174,FALSE,NA,NA,6,153133.jpg,4,Iwobi,0.2,FALSE,NA,a,8,11,2376,2376,1981,1981,0.7,0.7,20,0,1,0,0,0,0,0,0,0,0,0,7,20.6,11,23,5.5,87,34,113,69,51,29,68,41,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
175,Mina,1,1,2,1,NA,NA,164511,0,0,0,0,0,2,2.2,2.2,Yerry,1,175,FALSE,NA,NA,5,164511.jpg,1,Mina,0.7,FALSE,NA,a,8,11,2068,2068,5602,5602,0.2,0.2,7,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.2,244,89,453,172,423,163,266,90,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
176,Davies,1,0,0,0,NA,NA,173807,0,0,0,0,0,3,1.4,1.4,Tom,0,176,FALSE,NA,NA,5,173807.jpg,0,Davies,0.1,FALSE,NA,a,8,11,493,493,1052,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,179,457,184,428,171,462,183,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
177,Calvert-Lewin,1,7,0,7,100,100,177815,0,0,0,0,0,4,2.6,2.6,Dominic,7,177,FALSE,NA,2021-08-08T18:00:05Z,8,177815.jpg,7,Calvert-Lewin,13.1,FALSE,NA,a,8,11,185804,185804,51589,51589,0.9,0.9,90,1,0,0,1,0,0,0,0,0,0,1,26,34.2,2.3,83,12,35,9,161,20,4,2,14,5,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
178,Holgate,1,2,0,2,NA,NA,194164,0,0,0,0,0,2,1.7,1.7,Mason,2,178,FALSE,NA,NA,4.5,194164.jpg,2,Holgate,0.9,FALSE,NA,a,8,11,7076,7076,5172,5172,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,13,19.6,0.2,0,2,95,32,247,82,302,120,178,57,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
179,Godfrey,1,0,2,0,NA,NA,198826,0,0,0,0,0,2,2.2,2.2,Ben,0,179,FALSE,NA,NA,5,198826.jpg,0,Godfrey,0.9,FALSE,NA,a,8,11,1476,1476,11007,11007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,175,460,175,433,168,465,174,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
180,Richarlison,1,11,2,11,NA,NA,212319,0.1,-1,0.1,-1,0,4,2.4,2.4,Richarlison,11,180,FALSE,NA,NA,7.6,212319.jpg,11,de Andrade,15.8,FALSE,NA,a,8,11,328407,328407,42748,42748,1.4,1.4,88,1,1,0,1,0,0,0,1,0,0,3,41,63.8,29.3,37,13,4,1,29,4,29,8,8,2,NA,NA,NA,NA,2,NA,2021-08-20T17:10:45Z
181,Virgínia,1,0,0,0,NA,NA,222627,0,0,0,0,0,1,1,1,João,0,181,FALSE,NA,NA,4,222627.jpg,0,Virgínia,2.4,FALSE,NA,a,8,11,3125,3125,4271,4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,31,276,12,211,11,298,31,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
182,Hernández,1,0,0,0,0,0,28690,0,0,0,0,0,3,0,0,Pablo,0,182,FALSE,Left the club at the end of the 2020/21 season,2021-07-19T09:38:55Z,5.5,28690.jpg,0,Hernández Domínguez,0,FALSE,NA,u,10,2,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,191,481,196,460,186,486,195,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
183,Casilla,1,0,0,0,0,0,39790,0,0,0,0,0,1,0,0,Francisco,0,183,FALSE,Joined Elche CF on a season-long loan - Expected back 01 Jul,2021-07-13T10:00:05Z,4.5,39790.jpg,0,Casilla Cortés,0,FALSE,NA,u,10,2,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,40,300,22,235,21,321,40,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
184,Cooper,1,-1,0,-1,NA,NA,55914,0,0,0,0,0,2,1.7,1.2,Liam,-1,184,FALSE,NA,NA,4.5,55914.jpg,-1,Cooper,0.3,FALSE,NA,a,10,2,1235,1235,2573,2573,-0.2,-0.2,90,0,0,0,5,0,0,0,1,0,0,0,10,25.4,10.5,2,3.8,63,16,117,33,149,39,110,31,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
185,Ayling,1,6,1,6,NA,NA,66588,0,0,0,0,0,2,1.7,1.2,Luke,6,185,FALSE,NA,NA,4.5,66588.jpg,6,Ayling,12.9,FALSE,NA,a,10,2,98726,98726,27637,27637,1.3,1.3,90,1,0,0,5,0,0,0,0,0,0,0,23,52.4,4.8,13,7,12,3,140,40,83,16,46,11,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
186,Klich,1,2,0,2,NA,NA,72222,0,0,0,0,0,3,1.9,1.4,Mateusz,2,186,FALSE,NA,NA,5.5,72222.jpg,2,Klich,0.5,FALSE,NA,a,10,2,2127,2127,3792,3792,0.4,0.4,90,0,0,0,5,0,0,0,0,0,0,0,7,5.8,5.2,10,2.1,201,85,138,82,95,55,174,84,5,NA,NA,NA,2,NA,2021-08-20T17:10:45Z
187,Rodrigo,1,1,1,1,NA,NA,80954,0,0,0,0,0,4,2.1,1.6,Rodrigo,1,187,FALSE,NA,NA,6.5,80954.jpg,1,Moreno,1.6,FALSE,NA,a,10,2,9283,9283,19747,19747,0.2,0.2,45,0,0,0,1,0,0,0,0,0,0,0,7,3.6,1.3,0,0.5,222,21,190,23,536,65,255,30,NA,NA,5,NA,NA,NA,2021-08-20T17:10:45Z
188,Dallas,1,5,2,5,NA,NA,87873,0,0,0,0,0,3,1.9,1.4,Stuart,5,188,FALSE,NA,NA,5.5,87873.jpg,5,Dallas,14.7,FALSE,NA,a,10,2,46984,46984,62080,62080,0.9,0.9,90,0,1,0,5,0,0,0,0,0,0,0,25,29.6,13.1,0,4.3,48,21,92,59,476,194,97,55,2,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
189,Bamford,1,2,2,2,NA,NA,106617,0,0,0,0,0,4,2.6,2.1,Patrick,2,189,FALSE,NA,NA,8,106617.jpg,2,Bamford,16.5,FALSE,NA,a,10,2,39429,39429,162795,162795,0.2,0.2,76,0,0,0,5,0,0,0,0,0,0,0,0,0,10.8,8,1.8,550,70,116,14,105,24,193,22,NA,NA,NA,NA,1,NA,2021-08-20T17:10:45Z
190,Llorente,1,0,0,0,0,0,149915,0,0,0,0,0,2,0,0,Diego,0,190,FALSE,Knock - Expected back 29 Aug,2021-08-09T12:30:08Z,4.5,149915.jpg,0,Llorente,0.1,FALSE,NA,i,10,2,67,67,1822,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,135,336,134,278,111,352,135,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
191,Phillips,1,0,2,0,NA,NA,155405,0,0,0,0,0,3,1.4,0.9,Kalvin,0,191,FALSE,NA,NA,5,155405.jpg,0,Phillips,2.3,FALSE,NA,a,10,2,9791,9791,23219,23219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,176,450,181,420,168,456,180,4,NA,2,NA,NA,NA,2021-08-20T17:10:45Z
192,Costa,1,1,0,1,NA,NA,165808,0,0,0,0,0,3,1.9,1.4,Hélder Wander,1,192,FALSE,NA,NA,5.5,165808.jpg,1,Sousa de Azevedo e Costa,0.2,FALSE,NA,a,10,2,717,717,2334,2334,0.2,0.2,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,1,0,503,205,228,125,184,100,509,207,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
193,Roberts,1,1,1,1,NA,NA,173821,0,0,0,0,0,3,1.4,0.9,Tyler,1,193,FALSE,NA,NA,5,173821.jpg,1,Roberts,0.1,FALSE,NA,a,10,2,400,400,714,714,0.2,0.2,13,0,0,0,0,0,0,0,0,0,0,0,7,4.4,14.3,3,2.2,208,91,84,55,147,83,172,83,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
194,Koch,1,0,0,0,NA,NA,193645,0,0,0,0,0,2,1.7,1.2,Robin,0,194,FALSE,NA,NA,4.5,193645.jpg,0,Koch,0.3,FALSE,NA,a,10,2,1193,1193,2462,2462,0,0,90,0,0,0,5,0,0,0,0,0,0,0,14,14.4,0.3,0,1.5,130,52,234,77,301,119,204,71,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
195,Poveda,1,0,0,0,NA,NA,215460,0,0,0,0,0,3,1,0.5,Ian Carlo,0,195,FALSE,NA,NA,4.5,215460.jpg,0,Poveda-Ocampo,0.1,FALSE,NA,a,10,2,363,363,789,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,140,369,147,320,125,382,146,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
196,Raphinha,1,1,2,1,NA,NA,219961,0,0,0,0,0,3,2.3,1.8,Raphael,1,196,FALSE,NA,NA,6.5,219961.jpg,1,Dias Belloli,16.5,FALSE,NA,a,10,2,43004,43004,127644,127644,0.2,0.2,90,0,0,0,5,0,0,0,1,0,0,0,9,11.6,19.4,16,4.7,153,61,59,42,77,45,83,48,1,NA,1,NA,NA,NA,2021-08-20T17:10:45Z
197,Shackleton,1,0,0,0,NA,NA,221610,0,0,0,0,0,3,1,0.5,Jamie,0,197,FALSE,NA,NA,4.5,221610.jpg,0,Shackleton,0.1,FALSE,NA,a,10,2,270,270,559,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,143,378,150,329,128,391,149,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
198,Struijk,1,0,-3,0,NA,NA,222694,0,0,0,0,0,2,1.7,1.2,Pascal,0,198,FALSE,NA,NA,4.5,222694.jpg,0,Struijk,0.4,FALSE,NA,a,10,2,915,915,2905,2905,0,0,90,0,0,0,5,0,0,0,0,0,0,0,15,16.4,0,0,1.6,113,43,380,150,331,131,200,68,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
199,Meslier,1,1,2,1,NA,NA,437495,0,0,0,0,0,1,2.6,2.1,Illan,1,199,FALSE,NA,NA,5,437495.jpg,1,Meslier,3.8,FALSE,NA,a,10,2,4922,4922,20485,20485,0.2,0.2,90,0,0,0,5,0,0,0,0,0,3,0,17,21.6,0,0,2.2,79,12,470,52,448,52,173,13,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
200,Schmeichel,1,9,4,9,NA,NA,17745,0,0,0,0,0,1,2.6,3.1,Kasper,9,200,FALSE,NA,NA,5,17745.jpg,9,Schmeichel,19.7,FALSE,NA,a,9,13,124143,124143,34571,34571,1.8,1.8,90,0,0,1,0,0,0,0,0,0,3,2,31,26,0,0,2.6,61,9,420,43,381,43,151,9,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
201,Evans,1,0,1,0,0,0,37642,0,0,0,0,0,2,0,0,Jonny,0,201,FALSE,Foot injury - Expected back 11 Sep,2021-08-04T10:30:07Z,5.5,37642.jpg,0,Evans,0.2,FALSE,NA,i,9,13,119,119,3770,3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,181,482,181,461,178,487,181,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
202,Albrighton,1,0,2,0,NA,NA,51938,0,0,0,0,0,3,1.9,2.4,Marc,0,202,FALSE,NA,NA,5.5,51938.jpg,0,Albrighton,0.2,FALSE,NA,a,9,13,824,824,2738,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,192,485,197,467,188,489,196,4,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
203,Mendy,1,0,0,0,NA,NA,86881,0,0,0,0,0,3,1,1.5,Nampalys,0,203,FALSE,NA,NA,4.5,86881.jpg,0,Mendy,0.5,FALSE,NA,a,9,13,2074,2074,4062,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,129,319,136,259,110,337,135,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
204,Ward,1,0,0,0,NA,NA,95463,0,0,0,0,0,1,1,1.5,Danny,0,204,FALSE,NA,NA,4,95463.jpg,0,Ward,3.7,FALSE,NA,a,9,13,13670,13670,8473,8473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,28,265,9,198,8,287,28,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
205,Vardy,1,5,2,5,NA,NA,101668,0,0,0,0,0,4,3.4,3.9,Jamie,5,205,FALSE,NA,NA,10.5,101668.jpg,5,Vardy,16.3,FALSE,NA,a,9,13,98867,98867,104541,104541,0.5,0.5,90,1,0,1,0,0,0,0,1,0,0,0,23,37.2,24.7,59,12.1,29,6,42,5,10,5,13,4,NA,NA,NA,NA,1,NA,2021-08-20T17:10:45Z
206,Praet,1,0,0,0,NA,NA,106837,0,0,0,0,0,3,1.4,1.9,Dennis,0,206,FALSE,NA,NA,5,106837.jpg,0,Praet,0.1,FALSE,NA,a,9,13,130,130,729,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,170,439,175,406,161,447,174,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
207,Pereira,1,12,0,12,NA,NA,111931,0,0,0,0,1,2,2.6,3.1,Ricardo Domingos,12,207,TRUE,NA,NA,5.5,111931.jpg,12,Barbosa Pereira,5.3,FALSE,NA,a,9,13,124095,124095,16766,16766,2.2,2.2,90,0,1,1,0,0,0,0,0,0,0,3,34,33.2,17.5,0,5.1,38,9,67,15,488,185,76,16,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
208,Amartey,1,6,0,6,NA,NA,155569,0,0,0,0,0,2,1,1.5,Daniel,6,208,FALSE,NA,NA,4,155569.jpg,6,Amartey,17.3,FALSE,NA,a,9,13,171602,171602,26307,26307,1.5,1.5,90,0,0,1,0,0,0,0,0,0,0,0,27,15.4,0.8,0,1.6,122,47,204,60,203,64,199,67,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
209,Castagne,1,0,2,0,100,75,166477,0,0,0,0,0,2,2.6,2.3,Timothy,0,209,FALSE,NA,2021-08-12T15:30:12Z,5.5,166477.jpg,0,Castagne,0.9,FALSE,NA,a,9,13,279,279,18278,18278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,188,507,188,496,187,510,188,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
210,Tielemans,1,3,2,3,NA,NA,166989,0,0,0,0,0,3,2.3,2.8,Youri,3,210,FALSE,NA,NA,6.5,166989.jpg,3,Tielemans,5.2,FALSE,NA,a,9,13,18017,18017,42113,42113,0.5,0.5,90,0,0,1,0,0,0,0,0,0,0,0,23,33.4,17.8,7,5.8,37,18,64,45,110,64,61,35,1,NA,2,NA,2,NA,2021-08-20T17:10:45Z
211,Pérez,1,3,0,3,NA,NA,168580,0,0,0,0,0,3,2.1,2.6,Ayoze,3,211,FALSE,NA,NA,6,168580.jpg,3,Pérez,0.3,FALSE,NA,a,9,13,2049,2049,2581,2581,0.5,0.5,61,0,0,1,0,0,0,0,0,0,0,0,7,7.2,35.2,2,4.4,189,79,20,13,175,95,95,54,5,NA,4,NA,5,NA,2021-08-20T17:10:45Z
212,Maddison,1,3,2,3,100,NA,172780,0,0,0,0,0,3,2.4,2.9,James,3,212,FALSE,NA,2021-08-14T18:00:10Z,7,172780.jpg,3,Maddison,8.7,FALSE,NA,a,9,13,8755,8755,232049,232049,0.4,0.4,61,0,0,1,0,0,0,0,0,0,0,0,9,4.2,15.2,2,2.1,212,95,77,49,178,97,175,85,3,NA,1,NA,4,NA,2021-08-20T17:10:45Z
213,Iheanacho,1,1,1,1,NA,NA,173515,-0.1,1,-0.1,1,0,4,2.4,2.9,Kelechi,1,213,FALSE,NA,NA,7.4,173515.jpg,1,Iheanacho,10.6,FALSE,NA,a,9,13,21663,21663,218181,218181,0.1,0.1,18,0,0,0,0,0,0,0,0,0,0,0,2,1.4,3.7,8,1.3,250,28,146,17,104,23,216,24,NA,NA,NA,NA,3,NA,2021-08-20T17:10:45Z
214,Choudhury,1,0,0,0,NA,NA,197469,0,0,0,0,0,3,1,1.5,Hamza,0,214,FALSE,NA,NA,4.5,197469.jpg,0,Choudhury,0.1,FALSE,NA,a,9,13,806,806,1152,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,135,357,142,305,119,370,141,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
215,Barnes,1,3,2,3,NA,NA,201666,0,0,0,0,0,3,2.4,2.9,Harvey,3,215,FALSE,NA,NA,7,201666.jpg,3,Barnes,12,FALSE,NA,a,9,13,29284,29284,99732,99732,0.4,0.4,71,0,0,1,0,0,0,0,0,0,0,0,-1,2.8,1.5,23,2.7,232,103,175,107,53,31,149,78,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
216,Ndidi,1,3,2,3,NA,NA,203341,0,0,0,0,0,3,1.4,1.9,Wilfred,3,216,FALSE,NA,NA,5,203341.jpg,3,Ndidi,1.7,FALSE,NA,a,9,13,11928,11928,13649,13649,0.6,0.6,90,0,0,1,0,0,0,0,0,0,0,0,20,16.4,3.3,0,2,114,44,150,90,435,173,184,90,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
217,Söyüncü,1,6,1,6,NA,NA,218031,0,0,0,0,0,2,2.2,2.7,Çaglar,6,217,FALSE,NA,NA,5,218031.jpg,6,Söyüncü,3.3,FALSE,NA,a,9,13,23832,23832,12406,12406,1.2,1.2,90,0,0,1,0,0,0,0,0,0,0,0,23,23.8,0.3,0,2.4,71,21,240,80,440,171,163,52,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
218,Justin,1,0,0,0,0,0,220627,0,0,0,0,0,2,0,0,James,0,218,FALSE,Knee injury - Unknown return date,2021-06-22T11:30:10Z,5,220627.jpg,0,Justin,0,FALSE,NA,i,9,13,81,81,620,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,178,466,178,441,172,471,177,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
219,Thomas,1,7,0,7,NA,NA,244619,0,0,0,0,0,2,1.7,2.2,Luke,7,219,FALSE,NA,NA,4.5,244619.jpg,7,Thomas,1.1,FALSE,NA,a,9,13,39360,39360,7172,7172,1.6,1.6,90,0,0,1,0,0,0,0,0,0,0,1,29,25.4,5.7,0,3.1,64,17,133,39,353,142,133,41,2,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
220,Fofana,1,0,0,0,0,0,444463,0,0,0,0,0,2,0,0,Wesley,0,220,FALSE,Leg injury - Unknown return date,2021-08-04T23:00:11Z,4.5,444463.jpg,0,Fofana,0.6,FALSE,NA,i,9,13,379,379,17069,17069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,162,404,161,362,145,416,161,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
221,Milner,1,2,0,2,NA,NA,15157,0,0,0,0,0,3,2.4,2.4,James,2,221,FALSE,NA,NA,5,15157.jpg,2,Milner,0.1,FALSE,NA,a,11,14,1473,1473,1049,1049,0.4,0.4,90,0,0,1,0,0,0,0,1,0,0,0,10,21,18.8,0,4,85,33,60,43,380,151,104,58,5,NA,NA,NA,1,NA,2021-08-20T17:10:45Z
222,Henderson,1,0,1,0,75,NA,56979,0,0,0,0,0,3,1.8,2.4,Jordan,0,222,FALSE,Lack of match fitness - 75% chance of playing,2021-08-20T13:00:08Z,5,56979.jpg,0,Henderson,0.7,FALSE,NA,d,11,14,4045,4045,10335,10335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,163,427,168,390,154,436,167,6,NA,5,NA,NA,NA,2021-08-20T17:10:45Z
223,Adrián,1,0,0,0,NA,NA,60706,0,0,0,0,0,1,2.8,2.8,Adrián,0,223,FALSE,NA,NA,4.5,60706.jpg,0,San Miguel del Castillo,0.3,FALSE,NA,a,11,14,598,598,1994,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,43,312,27,250,26,331,43,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
224,Matip,1,6,6,6,NA,NA,60914,0,0,0,0,0,2,3.2,3.2,Joel,6,224,FALSE,NA,NA,5,60914.jpg,6,Matip,0.9,FALSE,NA,a,11,14,24046,24046,5784,5784,1.2,1.2,90,0,0,1,0,0,0,0,0,0,0,0,25,7,3.8,22,3.3,190,79,144,41,54,10,127,38,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
225,Thiago,1,0,7,0,75,NA,61558,0,0,0,0,0,3,2.2,2.9,Thiago,0,225,FALSE,Lack of match fitness - 75% chance of playing,2021-08-20T13:00:08Z,5.5,61558.jpg,0,Alcántara do Nascimento,1,FALSE,NA,d,11,14,4118,4118,18844,18844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,194,487,198,472,192,491,197,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
226,Shaqiri,1,0,0,0,NA,NA,68312,0,0,0,0,0,3,3.1,3.1,Xherdan,0,226,FALSE,NA,NA,6,68312.jpg,0,Shaqiri,0.1,FALSE,NA,a,11,14,391,391,1811,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,218,528,220,520,216,531,220,4,NA,3,NA,NA,NA,2021-08-20T17:10:45Z
227,Chamberlain,1,3,1,3,NA,NA,81880,0,0,0,0,0,3,3.1,3.1,Alex,3,227,FALSE,NA,NA,6,81880.jpg,3,Oxlade-Chamberlain,0.2,FALSE,NA,a,11,14,1856,1856,1863,1863,0.5,0.5,60,0,0,1,0,0,0,0,0,0,0,0,3,0,5.3,4,0.7,527,219,135,79,141,80,241,112,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
228,Firmino,1,7,0,7,NA,NA,92217,0,0,0,0,0,4,3.9,3.9,Roberto,7,228,FALSE,NA,NA,9,92217.jpg,7,Firmino,7.1,FALSE,NA,a,11,14,64997,64997,47934,47934,0.8,0.8,29,1,0,0,0,0,0,0,0,0,0,2,30,37.6,14.2,21,7.3,28,5,85,9,59,14,41,10,NA,NA,NA,NA,4,NA,2021-08-20T17:10:45Z
